log_id,event_id,user_id,timestamp,isp,bitrate,buffer_events,rebuffer_ratio,startup_time_ms,error_type,cdn_node,bytes_transferred
9ffb1baf-a264-42ca-bfa5-ad7c72bd839a,c0f38abc-ff1f-4344-8f92-66189e8e6d79,usr_002598,2021-01-21 20:47:38,STC,64kbps,2,0.0,496,,cdn-ruh-10,7999757
10ea3f71-9e6a-445c-b95e-1702245e7124,5587e816-52cc-477d-88d4-377fc9504e4d,usr_004926,2022-03-17 08:03:20,Unknown,64kbps,0,0.0,597,,cdn-dxb-01,13333908
660d3877-c4cc-4919-b597-1180b03a063d,e6e6cca6-7fd4-463d-9325-afab0e3b1355,usr_001394,2021-08-24 17:08:22,du,128kbps,0,0.118,742,,cdn-fra-19,25239877
913606b5-30f0-41a6-9ab2-4d9aa6afb0c2,10a5144a-4bdf-4ca4-8af3-2da6602452d4,usr_000541,2023-09-17 08:23:57,Etisalat,320kbps,0,0.0491,2126,,cdn-ruh-10,4777243
bc4e543a-679b-4fe9-ae8e-409247312081,7616eeb2-72d5-4423-bf11-d4ac8cd0e7df,usr_000850,2021-08-15 17:27:52,Unknown,128kbps,0,0.0,2784,timeout,cdn-fra-17,2332257
fe7fbbc9-c2d1-4d69-b920-486dff1a26ea,3baf58dd-515e-4184-8e57-b3a638fa27cd,usr_001185,2022-04-11 07:34:35,du,128kbps,0,0.0,1459,,cdn-dxb-01,48523807
05e3df4c-57b6-43d1-971e-e5bec83d915c,557fd443-8aaa-4cd8-b287-0332818cf302,usr_003878,2022-02-19 10:13:58,Batelco,64kbps,0,0.0,875,,cdn-jed-19,14570239
a39dc067-71ee-44a0-8ac1-fa59ef153b4d,9f2c6097-7803-4d08-a580-c2d0e3c21152,usr_003044,2020-05-09 22:16:09,Ooredoo,64kbps,2,0.11,251,buffer_underrun,cdn-ams-07,3513701
b7c6bedc-066e-4a6e-977e-cbe92edecc1d,2b9738ec-6488-4e3c-955c-3fe8d5033531,usr_000388,2024-01-27 18:41:57,Unknown,256kbps,0,0.0,1258,,cdn-dxb-12,44612354
e6351ed6-acda-4567-a61e-40cba426f5e9,45e097d0-0f93-47f8-b6d9-1886137ddd46,usr_001201,2023-07-07 22:32:47,du,320kbps,0,0.0,1423,403_forbidden,cdn-ruh-06,33486732
77ee6d45-da5b-4237-a3d1-b01f7bef0479,107e4491-d3b5-48f9-a1d9-873b621b8ec7,usr_001934,2022-04-18 22:50:37,Ooredoo,64kbps,0,0.123,869,,cdn-ams-09,24123617
d39c8257-6e32-49d8-ba37-fb733f25cec6,98e531c1-7969-4138-8b57-62f5797757be,usr_003407,2020-09-01 22:03:46,STC,320kbps,2,0.0,859,timeout,cdn-dxb-09,35199716
2eb53139-8c27-47fe-9457-185fa56d9b4e,66b8b71b-4eec-4b9c-8a8a-5ecd97d363ae,usr_001160,2021-03-19 08:14:08,Unknown,64kbps,0,0.0,2455,timeout,cdn-jed-19,30764841
b17fa462-d888-4d49-a41a-e141ba4acd01,e753293a-2f9c-4e86-8c0f-bb1df18187d2,usr_002025,2021-03-06 19:44:18,Zain,256kbps,0,0.0,2148,,cdn-dxb-12,26188630
238d8591-a205-4c0e-a0f2-a4224589d813,9e9ca72b-6bad-41ad-ad02-3b4d7f20baa7,usr_000099,2021-10-08 20:43:32,du,256kbps,0,0.0,2170,,cdn-fra-09,12471103
b5e0c1c3-947a-454b-92ed-97d306c45856,aaa03bf5-d835-4ef6-a990-3f62cedde873,usr_004822,2022-06-21 22:42:50,Batelco,320kbps,0,0.1053,1932,,cdn-dxb-11,34780762
e385e80d-132a-4765-8971-3be3c9e938db,aaa03bf5-d835-4ef6-a990-3f62cedde873,usr_004822,2022-06-21 22:42:50,Unknown,256kbps,0,0.1147,1423,dns_failure,cdn-fra-15,31289570
ad21a74d-d805-47c2-bc89-70ab6b06d572,572238ef-cc14-474f-8185-1cff9ff3b998,usr_001677,2019-06-05 19:27:31,Etisalat,64kbps,0,0.0,934,,cdn-fra-20,10829812
435ff8d0-d30d-4e96-ba84-f71080c44e6f,2d8baae0-f6ae-4442-9207-a81a42c79137,usr_003388,2021-09-14 16:42:13,Batelco,256kbps,0,0.0328,1536,,cdn-jed-18,789069
5043d16e-f05f-4570-bb90-338c3f325ff1,ba72a163-a0b3-4e24-a923-d5f96e099cf6,usr_000697,2019-12-05 08:39:18,Unknown,320kbps,0,0.0385,2492,,cdn-ams-12,42483474
6d3159ef-b403-4370-b22a-8f4d8d2586da,e4dfe680-1a7e-449f-a463-93e8146cb102,usr_003941,2022-02-27 09:11:24,Batelco,64kbps,0,0.0425,2248,,cdn-ams-16,37311693
e16920aa-6863-409e-8740-2dbfe5fa82f8,bde27758-6b80-4382-b5b1-42acdd3cf36f,usr_000238,2021-03-27 11:59:29,Mobily,256kbps,0,0.0,1153,,cdn-dxb-12,34983929
d0ad23cd-3da3-4620-b95f-fb25c6fc6a0a,7413ef9d-4f11-4bff-8e7c-d974ed7cacd2,usr_001517,2021-06-28 08:32:08,STC,256kbps,0,0.0,2021,buffer_underrun,cdn-ruh-03,47804575
8595ca1a-1393-4d6e-91d5-7737fa24f7ca,ee2031ab-ed6f-4fb8-9ac0-01affa92584f,usr_003841,2024-04-18 21:18:08,Ooredoo,64kbps,0,0.0,-1918,timeout,cdn-dxb-15,48082847
c4150808-c3f8-4412-8412-c8da7b864a13,b7332950-0633-476a-8980-e64ca56abafa,usr_001988,2022-11-03 08:11:40,Mobily,256kbps,0,0.0,556,,cdn-fra-14,6756619
6726162f-21b2-4fc1-b851-42ecac207955,a9e40e34-64e6-459d-9bdb-8fca7394535d,usr_002008,2022-11-24 19:25:07,STC,64kbps,4,0.0403,2192,,cdn-ams-09,13408055
fff47823-6b13-4eb0-b835-32647b2173cb,14d8dbf2-2cd2-45d6-9766-f35839e1ef5a,usr_002409,2022-01-27 09:30:54,Batelco,128kbps,0,0.1226,1558,,cdn-dxb-04,23562909
4f7ba644-14d3-4ff5-ac97-1f3498154cb5,936eea5a-013b-4141-83fb-e807552a5e53,usr_004540,2022-03-23 22:58:42,Mobily,64kbps,5,0.0,3071,dns_failure,cdn-ruh-02,10039635
81f34609-c7d8-4664-b4de-a17846869eff,e9fb7892-82b2-4187-ab95-8b835cc88817,usr_004676,2021-07-24 08:34:11,Batelco,64kbps,0,0.0,2306,connection_reset,cdn-ruh-20,4720358
e1d88abc-dbbf-4601-94ce-5c40be3fe9b5,96e0cfdf-0ece-4414-b1a6-34eef75a05a2,usr_003948,2021-01-28 23:27:41,Mobily,64kbps,0,0.0,1385,,cdn-fra-07,20073247
09c52754-8884-49ae-8aec-0d68b2157c13,8f307fc9-4ee5-4632-b58a-ca056a290b28,usr_004010,2020-02-01 18:11:14,Batelco,64kbps,4,0.0,1366,403_forbidden,cdn-dxb-04,12743442
dd7d1592-f1dc-4130-a513-e263149795b1,30fc71d9-1b63-44b3-a6a8-01015107e1a0,usr_001414,2022-08-10 08:57:41,du,128kbps,0,0.0,1443,,cdn-fra-20,18534468
f79d6e0e-5867-474b-b8e2-b35b9f1e090f,cec94115-78aa-4d57-947f-02d56d34e4c9,usr_000263,2019-04-11 17:34:23,Unknown,64kbps,0,0.0,2354,,cdn-fra-15,7343161
73fd0ffc-ff80-4534-be35-b3b535339dc4,94e73ecd-b42a-47dc-8217-6de0963701cf,usr_002662,2021-09-14 08:04:22,Batelco,256kbps,0,0.1465,292,,cdn-fra-10,29308990
5934f0ae-cd54-486d-b3d0-f3e7221a4a5a,569399f0-01c2-4e0b-9f6c-c6b17cabcc07,usr_003203,2019-08-29 22:14:28,Etisalat,256kbps,0,0.0,-37,,cdn-jed-17,17627485
6f0231ca-4b9d-4fe2-b5f3-894a44af9ab0,30124dfa-3111-4517-be7e-f7cf9367c9bf,usr_004794,2020-10-25 12:39:21,Batelco,320kbps,0,0.1228,2913,,cdn-ruh-10,36963994
e6f85e58-0320-4f41-89bf-666add3f87d3,1486a139-cc92-444b-b07c-0e138eba3a88,usr_000681,2019-12-04 16:46:55,Batelco,128kbps,0,0.0,1768,403_forbidden,cdn-ruh-08,5836220
37fe3609-e6af-4b75-9870-09ff305742c2,97410c0d-8f60-43ef-a882-419391efa2e8,usr_002809,2022-05-18 00:17:45,STC,320kbps,1,0.0,227,connection_reset,cdn-fra-20,32738089
5dc611e0-ff5b-40bb-ae8e-da77fc0db0c1,1c4ec483-e7ad-4332-a0b4-995617720f69,usr_003307,2021-07-19 20:01:55,Batelco,64kbps,0,0.1305,867,,cdn-jed-03,29474065
4e962352-934f-4d8b-9dde-898589915eda,8471c953-c10a-40ee-a965-e17ae290250c,usr_000064,2024-07-05 00:18:39,STC,320kbps,0,0.0,1576,403_forbidden,cdn-dxb-09,39782742
2f2446dc-3924-486b-bf2a-2e5aaf389860,7addde20-709a-492f-9674-cf0956b32ef8,usr_002276,2023-05-05 13:27:55,du,128kbps,0,0.0,-512,,cdn-dxb-19,4706349
65fe88fe-d3cf-4e36-af7f-55ebaf3a1472,39cfcba8-7b90-491d-85fb-d15164908a12,usr_000354,2021-08-19 21:38:53,STC,128kbps,0,0.0,521,timeout,cdn-ams-02,8025509
572b6d91-0238-4d71-85e9-dbc3534df300,124de83d-ca8c-4529-b977-e082c37f6555,usr_002518,2022-06-28 10:29:23,Etisalat,64kbps,0,0.1019,2175,,cdn-fra-20,16249702
9bb26e54-5d55-4a25-93e2-874ca7562a3b,eecf685d-d8d0-4c77-aee7-befa18876691,usr_002417,2019-08-27 19:34:59,Etisalat,320kbps,5,0.0,835,,cdn-ruh-16,42734905
fb40f0a7-8948-4400-8e05-2ed486697ae2,dcdd5bfc-20e4-4df1-983f-195fb320eb06,usr_003225,2020-02-02 15:37:23,STC,256kbps,0,0.0053,435,,cdn-fra-13,34238270
93091ee7-2cf8-4bc7-8ea2-e4edc29b3aaf,efaf1229-c3c5-4443-85d2-0e8cee382851,usr_004374,2021-07-17 21:40:21,Unknown,256kbps,0,0.0,1784,,cdn-ruh-09,39535552
4620d437-07e5-4a68-8671-8844e2c01c6d,ade154fa-0834-45b8-b2c9-a5f1d2fbfd8f,usr_000762,2023-06-28 20:26:50,du,64kbps,0,0.0,1069,,cdn-ruh-04,46881685
5a1c0e14-803f-4ece-8076-693a645607dc,baa2250f-4330-4681-9c62-982ca8b5d47b,usr_002606,2021-10-20 09:34:40,Zain,256kbps,0,0.0,245,,cdn-ams-16,20405562
f90ed6d2-3e9a-464c-b336-594ac0debda9,e5ed8f42-0f1f-4a74-ab91-423a7879512f,usr_003110,2021-07-07 18:28:02,Etisalat,64kbps,0,0.0,1018,,cdn-dxb-02,8865457
f6dc8c26-00dc-47ac-93d1-6972a50cb096,6efaf6f7-a8dc-44b5-8c07-3f0afbe2d21b,usr_004003,2023-07-28 22:09:47,Batelco,320kbps,0,0.0,89,,cdn-jed-17,34249901
a133aae6-8bc8-4019-ada1-c7ed64bbfff9,85708cb9-6d89-4308-87f3-209c0e012595,usr_004898,2023-05-11 10:55:27,Zain,320kbps,0,0.0,2751,,cdn-jed-19,12648335
3149c972-1d38-47fe-9160-2c71405ebda1,a019efeb-e7f4-4653-aeef-b20f38baa5b4,usr_002254,2022-07-20 18:25:05,du,320kbps,0,0.0345,1311,,cdn-ruh-13,41380029
8ea05c60-930c-4e1d-83e0-dfae945c120f,12b2aa1a-909a-41e9-8c40-8dbb069037be,usr_000646,2023-12-08 19:05:44,du,320kbps,0,0.0429,1006,,cdn-ruh-04,18752864
2283215d-625e-4ad6-8540-88b3d5e3c3b2,12b2aa1a-909a-41e9-8c40-8dbb069037be,usr_000646,2023-12-08 19:05:44,du,64kbps,0,0.0,1663,,cdn-fra-06,3669568
55f60ffc-a8f9-4233-9157-406d6441e139,52f71896-e957-4833-9de7-0c8f2d1078d4,usr_002710,2021-02-12 09:32:36,Unknown,256kbps,4,0.0,1987,buffer_underrun,cdn-jed-01,12504814
884b9bcd-692e-45f6-9def-bc398e639e01,947a3cea-7776-471c-9220-0872a3261975,usr_002059,2020-10-29 20:52:02,Ooredoo,256kbps,4,0.0,2467,403_forbidden,cdn-dxb-01,6215093
0e667708-9c22-416e-a0ab-64cd4f2129f9,c9babfb6-82fa-4410-8022-a167cd81e7d7,usr_004285,2020-08-19 20:19:01,Mobily,320kbps,2,0.0,-1668,,cdn-dxb-10,42361736
27dd0b57-a4f9-46a0-8a8a-9362ab563f1e,b82ccd16-6ed0-47b0-8c7e-0b93d3f6bea4,usr_000440,2021-09-11 16:14:24,Ooredoo,256kbps,0,0.0712,460,buffer_underrun,cdn-ams-01,2482076
dc1b0f67-5fd4-4261-b100-23bfb315e7ed,f4355dbd-f30c-4f07-bbfd-3d7ba135f8c4,usr_004386,2018-07-11 18:44:30,Batelco,64kbps,0,0.0,1149,buffer_underrun,cdn-ruh-04,4622869
a64891fc-5799-45ab-b602-13cbca680123,2e302be5-1697-459b-9d83-6575d44c9629,usr_003594,2022-01-01 15:22:27,Etisalat,128kbps,1,0.0,1225,,cdn-ruh-09,724043
ed54bfe3-e13f-4d79-927a-5fd77176ff54,99d897b9-312e-49b0-a148-2d5503942d8e,usr_003094,2020-10-10 09:30:54,Mobily,320kbps,2,0.0,1166,,cdn-jed-05,4653581
